id,data_inversa,dia_semana,horario,uf,br,km,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos
83502127,23/09/16,Sexta,18:35:00,RN,405,"62,3",FELIPE GUERRA,Falta de atenção,Colisão frontal,Sem Vítimas,Plena noite,Crescente,Ceu Claro,Simples,Reta,Rural,2,0,0,0,2,0,0,2
83502172,28/09/16,Quarta,19:15:00,RN,101,98,NATAL,Outras,Colisão lateral,Com Vítimas Feridas,Plena noite,Decrescente,Ceu Claro,Dupla,Reta,Urbano,2,0,1,0,1,0,1,2
83502240,28/09/16,Quarta,21:10:00,RN,427,"102,2",CAICO,Falta de atenção,Colisão com objeto fixo,Sem Vítimas,Plena noite,Decrescente,Ceu Claro,Simples,Reta,Urbano,2,0,0,0,2,0,0,2
83502265,29/09/16,Quinta,03:04:00,RN,304,"240,6",RIACHUELO,Outras,Colisão frontal,Com Vítimas Fatais,Plena noite,Crescente,Ceu Claro,Simples,Curva,Rural,2,1,0,0,1,0,0,2
83502290,29/09/16,Quinta,08:15:00,RN,304,"37,1",MOSSORO,Falta de atenção,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Ceu Claro,Dupla,Reta,Urbano,2,0,1,0,1,0,1,2
83502393,25/09/16,Domingo,15:15:00,RN,226,"278,3",TRIUNFO POTIGUAR,Falta de atenção,Tombamento,Ignorado,Pleno dia,Crescente,Ceu Claro,Simples,Cruzamento,Rural,1,0,0,0,0,1,0,1
83502505,30/09/16,Sexta,03:35:00,RN,101,"140,2",ARES,Outras,Saída de Pista,Com Vítimas Feridas,Plena noite,Decrescente,Ignorada,Dupla,Reta,Rural,2,0,2,0,0,0,2,1
83502582,29/09/16,Quinta,20:50:00,RN,304,201,LAJES,Falta de atenção,Colisão com objeto fixo,Com Vítimas Feridas,Plena noite,Decrescente,Ceu Claro,Simples,Reta,Rural,1,0,0,1,0,0,1,1
83502601,29/09/16,Quinta,17:40:00,RN,304,183,ANGICOS,Animais na Pista,Atropelamento de animal,Sem Vítimas,Anoitecer,Decrescente,Ceu Claro,Simples,Reta,Rural,1,0,0,0,1,0,0,1
83502880,01/10/16,Sábado,07:20:00,RN,101,"112,5",SAO JOSE DE MIPIBU,Desobediência à sinalização,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Ceu Claro,Dupla,Reta,Rural,2,0,1,0,1,0,1,2
83502892,01/10/16,Sábado,11:10:00,RN,427,"0,2",CURRAIS NOVOS,Desobediência à sinalização,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Crescente,Ceu Claro,Simples,Cruzamento,Urbano,2,0,1,0,1,0,1,2
83502952,01/10/16,Sábado,11:55:00,RN,427,"97,1",CAICO,Falta de atenção,Colisão lateral,Com Vítimas Feridas,Pleno dia,Crescente,Ceu Claro,Simples,Curva,Urbano,3,0,1,0,2,0,1,2
83502968,01/10/16,Sábado,13:30:00,RN,101,"80,6",NATAL,Velocidade incompatível,Colisão com objeto fixo,Sem Vítimas,Pleno dia,Crescente,Ceu Claro,Dupla,Reta,Urbano,3,0,0,0,2,1,0,3
83502976,01/10/16,Sábado,15:50:00,RN,101,85,NATAL,Ingestão de álcool,Colisão com bicicleta,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Dupla,Reta,Urbano,2,0,1,1,0,0,2,2
83502988,01/10/16,Sábado,11:00:00,RN,304,"106,5",ASSU,Falta de atenção,Colisão Transversal,Sem Vítimas,Pleno dia,Decrescente,Ceu Claro,Simples,Reta,Rural,2,0,0,0,2,0,0,2
83503467,02/10/16,Domingo,10:10:00,RN,101,113,PARNAMIRIM,Falta de atenção,Atropelamento de pessoa,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Dupla,Reta,Rural,2,0,0,1,0,1,1,1
83503514,30/09/16,Sexta,02:40:00,RN,406,119,POCO BRANCO,Outras,Colisão frontal,Com Vítimas Fatais,Plena noite,Crescente,Ceu Claro,Simples,Reta,Rural,3,1,1,0,1,0,1,2
83504095,04/10/16,Terça,12:00:00,RN,427,"107,9",CAICO,Defeito mecânico em veículo,Colisão com objeto móvel,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Reta,Rural,2,0,1,0,1,0,1,2
83504113,02/10/16,Domingo,22:45:00,RN,405,"156,5",RAFAEL FERNANDES,Ingestão de álcool,Atropelamento de pessoa,Com Vítimas Fatais,Plena noite,Decrescente,Ceu Claro,Simples,Reta,Rural,3,1,0,1,0,1,1,1
83504278,04/10/16,Terça,14:30:00,RN,101,"99,1",NATAL,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Ceu Claro,Dupla,Reta,Urbano,3,0,1,0,2,0,1,3
83504287,04/10/16,Terça,20:15:00,RN,304,220,CAICARA DO RIO DO VENTO,Outras,Colisão traseira,Com Vítimas Feridas,Plena noite,Crescente,Ceu Claro,Simples,Reta,Rural,2,0,0,1,0,1,1,2
83504297,04/10/16,Terça,19:00:00,RN,110,45,MOSSORO,Defeito mecânico em veículo,Incêndio,Sem Vítimas,Plena noite,Crescente,Ceu Claro,Simples,Reta,Urbano,1,0,0,0,1,0,0,1
83504310,01/10/16,Sábado,15:00:00,RN,226,"3,3",NATAL,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Simples,Reta,Urbano,2,0,1,0,1,0,1,2
83504335,05/10/16,Quarta,06:35:00,RN,304,17,MOSSORO,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Reta,Urbano,2,0,1,0,1,0,1,2
83504345,05/10/16,Quarta,10:30:00,RN,101,126,SAO JOSE DE MIPIBU,Velocidade incompatível,Saída de Pista,Com Vítimas Feridas,Pleno dia,Crescente,Ceu Claro,Dupla,Reta,Urbano,1,0,1,0,0,0,1,1
83504380,24/08/16,Quarta,08:00:00,RN,101,95,NATAL,Velocidade incompatível,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Sol,Dupla,Reta,Urbano,7,0,0,0,7,0,0,7
83504603,05/10/16,Quarta,20:30:00,RN,427,"99,8",CAICO,Desobediência à sinalização,Colisão lateral,Com Vítimas Feridas,Plena noite,Crescente,Ceu Claro,Simples,Reta,Urbano,3,0,1,0,2,0,1,3
83504769,06/10/16,Quinta,10:50:00,RN,110,"46,9",MOSSORO,Outras,Colisão com bicicleta,Com Vítimas Feridas,Pleno dia,Decrescente,Ceu Claro,Simples,Reta,Urbano,2,0,1,0,1,0,1,2
83504916,06/10/16,Quinta,13:50:00,RN,226,"128,4",CAMPO REDONDO,Defeito mecânico em veículo,Colisão frontal,Com Vítimas Fatais,Pleno dia,Crescente,Ceu Claro,Simples,Reta,Rural,3,2,1,0,0,0,1,2
83505010,02/10/16,Domingo,10:35:00,RN,304,260,SANTA MARIA,Dormindo,Capotamento,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Simples,Reta,Rural,3,0,1,0,2,0,1,1
83505140,05/10/16,Quarta,18:45:00,RN,226,"336,5",PATU,Falta de atenção,Atropelamento de pessoa,Com Vítimas Feridas,Anoitecer,Crescente,Ceu Claro,Simples,Reta,Rural,3,0,1,1,1,0,2,1
83505201,07/10/16,Sexta,18:35:00,RN,101,"95,3",NATAL,Desobediência à sinalização,Colisão lateral,Sem Vítimas,Plena noite,Crescente,Vento,Múltipla,Reta,Urbano,2,0,0,0,2,0,0,2
83505288,08/10/16,Sábado,06:15:00,RN,304,296,MACAIBA,Ingestão de álcool,Colisão traseira,Sem Vítimas,Amanhecer,Crescente,Ceu Claro,Simples,Reta,Urbano,2,0,0,0,2,0,0,2
83505311,04/10/16,Terça,14:30:00,RN,304,230,RIACHUELO,Defeito mecânico em veículo,Colisão lateral,Sem Vítimas,Pleno dia,Decrescente,Ceu Claro,Simples,Curva,Rural,2,0,0,0,2,0,0,2
83505354,04/10/16,Terça,09:00:00,RN,101,"98,7",NATAL,Falta de atenção,Atropelamento de pessoa,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Dupla,Reta,Urbano,3,0,1,0,2,0,1,2
83505458,01/09/16,Quinta,05:45:00,RN,406,146,CEARA-MIRIM,Outras,Colisão frontal,Sem Vítimas,Pleno dia,Decrescente,Ceu Claro,Simples,Reta,Rural,3,0,0,0,2,1,0,3
83505465,08/10/16,Sábado,16:45:00,RN,101,"83,9",SAO GONCALO DO AMARANTE,Outras,Atropelamento de pessoa,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Dupla,Reta,Urbano,2,0,1,0,0,1,1,1
83505491,08/10/16,Sábado,11:00:00,RN,427,53,JARDIM DO SERIDO,Defeito na via,Capotamento,Sem Vítimas,Pleno dia,Crescente,Sol,Simples,Reta,Rural,2,0,0,0,2,0,0,1
83505593,09/10/16,Domingo,01:15:00,RN,304,"20,1",MOSSORO,Outras,Colisão frontal,Com Vítimas Fatais,Plena noite,Decrescente,Ceu Claro,Simples,Reta,Rural,4,2,0,1,1,0,1,2
83505712,09/10/16,Domingo,10:20:00,RN,304,"18,9",MOSSORO,Defeito mecânico em veículo,Saída de Pista,Sem Vítimas,Pleno dia,Decrescente,Ceu Claro,Simples,Reta,Rural,3,0,0,0,3,0,0,1
83505755,09/10/16,Domingo,13:40:00,RN,427,"101,9",CAICO,Falta de atenção,Queda de motocicleta / bicicleta / veículo,Com Vítimas Feridas,Pleno dia,Crescente,Ceu Claro,Simples,Reta,Urbano,1,0,0,1,0,0,1,1
83505794,09/10/16,Domingo,11:00:00,RN,226,"106,2",SANTA CRUZ,Outras,Capotamento,Com Vítimas Feridas,Pleno dia,Crescente,Ceu Claro,Simples,Reta,Rural,2,0,0,2,0,0,2,1
83505870,09/10/16,Domingo,23:00:00,RN,226,"3,5",NATAL,Desobediência à sinalização,Colisão Transversal,Com Vítimas Feridas,Plena noite,Decrescente,Ceu Claro,Simples,Curva,Urbano,2,0,1,0,0,1,1,2
83505987,02/10/16,Domingo,15:30:00,RN,101,138,ARES,Outras,Saída de Pista,Com Vítimas Feridas,Pleno dia,Crescente,Ceu Claro,Dupla,Reta,Rural,1,0,0,1,0,0,1,1
83506115,10/10/16,Segunda,18:35:00,RN,304,"43,8",MOSSORO,Defeito na via,Queda de motocicleta / bicicleta / veículo,Com Vítimas Feridas,Plena noite,Crescente,Ceu Claro,Dupla,Reta,Rural,1,0,1,0,0,0,1,1
83506168,10/10/16,Segunda,19:00:00,RN,101,"104,4",PARNAMIRIM,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Plena noite,Crescente,Nublado,Dupla,Curva,Urbano,3,0,2,0,0,1,2,2
83506176,01/10/16,Sábado,18:15:00,RN,304,"241,6",RIACHUELO,Outras,Saída de Pista,Com Vítimas Fatais,Plena noite,Decrescente,Ceu Claro,Simples,Reta,Rural,1,1,0,0,0,0,0,1
83506216,07/10/16,Sexta,20:30:00,RN,427,"100,9",CAICO,Ultrapassagem indevida,Colisão lateral,Com Vítimas Feridas,Plena noite,Crescente,Ceu Claro,Simples,Reta,Urbano,2,0,0,1,1,0,1,2
83506230,26/09/16,Segunda,01:00:00,RN,101,82,SAO GONCALO DO AMARANTE,Falta de atenção,Colisão com objeto fixo,Com Vítimas Feridas,Plena noite,Crescente,Ceu Claro,Simples,Reta,Urbano,1,0,0,1,0,0,1,1
83506297,08/10/16,Sábado,14:00:00,RN,226,67,SERRA CAIADA,Velocidade incompatível,Capotamento,Ignorado,Pleno dia,Crescente,Ceu Claro,Simples,Reta,Rural,1,0,0,0,0,1,0,1
83506304,03/10/16,Segunda,11:20:00,RN,304,295,MACAIBA,Defeito mecânico em veículo,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Reta,Urbano,4,0,1,0,3,0,1,3
83506325,11/10/16,Terça,13:50:00,RN,406,"169,1",SAO GONCALO DO AMARANTE,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Ceu Claro,Dupla,Reta,Urbano,2,0,0,1,1,0,1,2
83506335,07/10/16,Sexta,17:40:00,RN,101,78,NATAL,Outras,Colisão Transversal,Com Vítimas Feridas,Plena noite,Crescente,Ceu Claro,Dupla,Reta,Rural,2,0,0,1,1,0,1,2
83506502,09/10/16,Domingo,03:30:00,RN,101,"99,9",NATAL,Desobediência à sinalização,Colisão Transversal,Com Vítimas Feridas,Plena noite,Decrescente,Ignorada,Múltipla,Cruzamento,Urbano,3,0,1,0,2,0,1,2
83506555,12/10/16,Quarta,08:40:00,RN,406,"165,5",SAO GONCALO DO AMARANTE,Outras,Colisão frontal,Com Vítimas Fatais,Pleno dia,Decrescente,Nublado,Simples,Reta,Rural,3,2,0,0,1,0,0,2
83506630,12/10/16,Quarta,09:30:00,RN,406,169,SAO GONCALO DO AMARANTE,Outras,Capotamento,Sem Vítimas,Pleno dia,Decrescente,Nublado,Dupla,Reta,Urbano,1,0,0,0,1,0,0,1
83506632,09/10/16,Domingo,20:55:00,RN,405,2,MOSSORO,Ingestão de álcool,Colisão Transversal,Sem Vítimas,Plena noite,Decrescente,Ceu Claro,Dupla,Reta,Urbano,2,0,0,0,2,0,0,2
83506645,08/10/16,Sábado,17:20:00,RN,304,"74,2",MOSSORO,Ingestão de álcool,Colisão lateral,Sem Vítimas,Pleno dia,Crescente,Ignorada,Simples,Reta,Rural,2,0,0,0,1,1,0,2
83506743,12/10/16,Quarta,07:40:00,RN,304,156,FERNANDO PEDROZA,Outras,Capotamento,Com Vítimas Feridas,Amanhecer,Crescente,Ceu Claro,Simples,Reta,Rural,1,0,1,0,0,0,1,1
83506772,09/10/16,Domingo,17:30:00,RN,110,5,AREIA BRANCA,Ingestão de álcool,Colisão frontal,Com Vítimas Feridas,Anoitecer,Crescente,Ceu Claro,Simples,Reta,Rural,2,0,0,1,1,0,1,2
83506823,10/10/16,Segunda,01:00:00,RN,101,"84,4",SAO GONCALO DO AMARANTE,Outras,Colisão com objeto fixo,Com Vítimas Feridas,Plena noite,Crescente,Ceu Claro,Dupla,Reta,Urbano,3,0,3,0,0,0,3,1
83506869,27/09/16,Terça,19:35:00,RN,406,156,CEARA-MIRIM,Ultrapassagem indevida,Colisão frontal,Com Vítimas Feridas,Plena noite,Crescente,Ceu Claro,Simples,Reta,Rural,2,0,0,2,0,0,2,2
83506888,01/10/16,Sábado,14:30:00,RN,110,35,MOSSORO,Outras,Colisão Transversal,Com Vítimas Fatais,Pleno dia,Decrescente,Ceu Claro,Simples,Curva,Rural,4,1,0,1,2,0,1,2
83507024,10/10/16,Segunda,05:40:00,RN,101,"111,5",PARNAMIRIM,Defeito mecânico em veículo,Queda de motocicleta / bicicleta / veículo,Com Vítimas Feridas,Amanhecer,Decrescente,Ceu Claro,Dupla,Reta,Rural,2,0,0,1,1,0,1,2
83507219,09/10/16,Domingo,22:30:00,RN,427,"101,5",CAICO,Ingestão de álcool,Colisão lateral,Com Vítimas Feridas,Plena noite,Crescente,Ceu Claro,Simples,Reta,Urbano,2,0,0,1,1,0,1,2
83507260,14/10/16,Sexta,07:00:00,RN,110,48,MOSSORO,Outras,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Simples,Reta,Urbano,2,0,1,0,0,1,1,2
83507371,14/10/16,Sexta,15:35:00,RN,101,106,PARNAMIRIM,Outras,Colisão lateral,Com Vítimas Feridas,Pleno dia,Decrescente,Ceu Claro,Dupla,Reta,Urbano,2,0,1,0,1,0,1,2
83507432,14/10/16,Sexta,17:41:00,RN,101,54,CEARA-MIRIM,Falta de atenção,Capotamento,Com Vítimas Feridas,Anoitecer,Crescente,Nublado,Simples,Reta,Rural,1,0,1,0,0,0,1,1
83507566,15/10/16,Sábado,11:30:00,RN,304,39,MOSSORO,Ingestão de álcool,Colisão com objeto fixo,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Dupla,Cruzamento,Urbano,1,0,1,0,0,0,1,1
83507829,16/10/16,Domingo,08:00:00,RN,405,"105,9",ITAU,Outras,Colisão Transversal,Sem Vítimas,Pleno dia,Crescente,Sol,Simples,Reta,Rural,5,0,0,0,5,0,0,2
83507918,12/10/16,Quarta,22:30:00,RN,101,"83,2",SAO GONCALO DO AMARANTE,Outras,Atropelamento de pessoa,Com Vítimas Feridas,Plena noite,Crescente,Ceu Claro,Dupla,Reta,Urbano,2,0,0,1,0,1,1,1
83508020,15/10/16,Sábado,17:20:00,RN,304,"136,7",ANGICOS,Outras,Saída de Pista,Sem Vítimas,Anoitecer,Crescente,Sol,Simples,Reta,Rural,1,0,0,0,1,0,0,1
83508185,17/10/16,Segunda,14:15:00,RN,304,"304,1",MACAIBA,Outras,Capotamento,Com Vítimas Feridas,Pleno dia,Crescente,Ceu Claro,Dupla,Reta,Rural,1,0,1,0,0,0,1,1
83508245,17/10/16,Segunda,09:10:00,RN,406,29,GUAMARE,Outras,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Ceu Claro,Simples,Reta,Rural,3,0,1,1,1,0,2,2
83508246,17/10/16,Segunda,18:00:00,RN,101,"27,4",RIO DO FOGO,Animais na Pista,Atropelamento de animal,Com Vítimas Feridas,Anoitecer,Crescente,Ceu Claro,Simples,Reta,Rural,2,0,1,1,0,0,2,1
83508284,13/10/16,Quinta,18:40:00,RN,304,"56,2",MOSSORO,Outras,Queda de motocicleta / bicicleta / veículo,Com Vítimas Feridas,Plena noite,Crescente,Ceu Claro,Simples,Reta,Rural,1,0,0,1,0,0,1,1
83508292,13/10/16,Quinta,21:20:00,RN,304,"117,4",ITAJA,Animais na Pista,Atropelamento de animal,Com Vítimas Feridas,Plena noite,Crescente,Ceu Claro,Simples,Reta,Rural,1,0,1,0,0,0,1,1
83508365,20/06/16,Segunda,11:10:00,RN,226,"34,8",MACAIBA,Outras,Colisão lateral,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Reta,Rural,5,0,0,3,2,0,3,3
83508366,18/10/16,Terça,06:50:00,RN,101,97,NATAL,Não guardar distância de segurança,Colisão lateral,Com Vítimas Feridas,Pleno dia,Decrescente,Ceu Claro,Simples,Reta,Urbano,3,0,1,0,2,0,1,3
83508595,18/10/16,Terça,14:00:00,RN,226,"12,8",MACAIBA,Outras,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Crescente,Ceu Claro,Simples,Reta,Urbano,2,0,1,0,1,0,1,2
83508625,03/10/16,Segunda,01:40:00,RN,406,168,SAO GONCALO DO AMARANTE,Animais na Pista,Atropelamento de animal,Sem Vítimas,Plena noite,Crescente,Ceu Claro,Dupla,Reta,Rural,1,0,0,0,1,0,0,1
83508629,14/10/16,Sexta,23:20:00,RN,406,"107,3",JOAO CAMARA,Outras,Saída de Pista,Com Vítimas Feridas,Plena noite,Decrescente,Ceu Claro,Simples,Reta,Rural,1,0,0,1,0,0,1,1
83508634,18/10/16,Terça,18:40:00,RN,304,"32,1",MOSSORO,Outras,Colisão Transversal,Com Vítimas Feridas,Plena noite,Crescente,Ceu Claro,Simples,Reta,Urbano,3,0,2,0,1,0,2,2
83508683,15/10/16,Sábado,20:00:00,RN,101,"160,5",CANGUARETAMA,Desobediência à sinalização,Colisão frontal,Com Vítimas Feridas,Plena noite,Decrescente,Ceu Claro,Dupla,Reta,Urbano,2,0,0,1,1,0,1,2
83508749,15/10/16,Sábado,16:10:00,RN,304,287,MACAIBA,Outras,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Ceu Claro,Simples,Reta,Rural,2,0,1,0,1,0,1,2
83508786,19/10/16,Quarta,11:10:00,RN,101,"82,8",NATAL,Falta de atenção,Colisão lateral,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Dupla,Reta,Urbano,3,0,2,0,0,1,2,2
83508790,19/10/16,Quarta,11:00:00,RN,101,"127,8",SAO JOSE DE MIPIBU,Velocidade incompatível,Capotamento,Ignorado,Pleno dia,Decrescente,Ceu Claro,Dupla,Reta,Rural,1,0,0,0,0,1,0,1
83508860,19/10/16,Quarta,14:30:00,RN,101,"176,7",BAIA FORMOSA,Dormindo,Saída de Pista,Com Vítimas Feridas,Pleno dia,Decrescente,Vento,Dupla,Reta,Rural,1,0,1,0,0,0,1,1
83508865,19/10/16,Quarta,18:10:00,RN,427,"99,5",CAICO,Falta de atenção,Atropelamento de pessoa,Com Vítimas Feridas,Plena noite,Decrescente,Ceu Claro,Simples,Reta,Urbano,2,0,0,2,0,0,2,1
83508877,19/10/16,Quarta,18:50:00,RN,101,"115,8",SAO JOSE DE MIPIBU,Ingestão de álcool,Colisão traseira,Com Vítimas Feridas,Plena noite,Crescente,Ceu Claro,Dupla,Reta,Urbano,2,0,1,0,1,0,1,2
83508887,13/10/16,Quinta,18:05:00,RN,101,103,PARNAMIRIM,Outras,Tombamento,Com Vítimas Feridas,Plena noite,Decrescente,Ceu Claro,Múltipla,Reta,Urbano,1,0,0,1,0,0,1,1
83508896,19/10/16,Quarta,16:40:00,RN,101,"84,8",SAO GONCALO DO AMARANTE,Defeito mecânico em veículo,Colisão com objeto fixo,Sem Vítimas,Pleno dia,Crescente,Vento,Dupla,Reta,Urbano,1,0,0,0,1,0,0,1
83508915,19/10/16,Quarta,18:50:00,RN,406,150,CEARA-MIRIM,Outras,Atropelamento de pessoa,Com Vítimas Feridas,Plena noite,Crescente,Vento,Simples,Reta,Urbano,2,0,0,1,0,1,1,1
83508950,15/10/16,Sábado,12:45:00,RN,101,"106,8",PARNAMIRIM,Falta de atenção,Atropelamento de pessoa,Com Vítimas Feridas,Pleno dia,Crescente,Ceu Claro,Dupla,Reta,Urbano,2,0,1,0,0,1,1,1
83508991,12/10/16,Quarta,22:30:00,RN,427,"97,5",CAICO,Ingestão de álcool,Queda de motocicleta / bicicleta / veículo,Com Vítimas Feridas,Plena noite,Decrescente,Ceu Claro,Simples,Reta,Urbano,1,0,0,1,0,0,1,1
83509102,17/10/16,Segunda,05:45:00,RN,101,96,NATAL,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Amanhecer,Decrescente,Chuva,Múltipla,Curva,Urbano,2,0,1,0,1,0,1,2
83509233,16/10/16,Domingo,20:00:00,RN,101,57,CEARA-MIRIM,Outras,Colisão frontal,Com Vítimas Feridas,Plena noite,Crescente,Ceu Claro,Simples,Reta,Rural,2,0,0,1,0,1,1,2
83509266,20/10/16,Quinta,17:40:00,RN,110,"125,9",CAMPO GRANDE,Outras,Colisão traseira,Com Vítimas Fatais,Anoitecer,Crescente,Ceu Claro,Simples,Reta,Rural,3,1,0,0,1,1,0,2
83509274,20/10/16,Quinta,15:40:00,RN,101,127,SAO JOSE DE MIPIBU,Falta de atenção,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Ceu Claro,Dupla,Curva,Rural,2,0,0,0,2,0,0,2
83509275,20/10/16,Quinta,18:10:00,RN,226,"322,1",JANDUIS,Outras,Colisão lateral,Com Vítimas Feridas,Plena noite,Decrescente,Ceu Claro,Simples,Reta,Rural,2,0,1,0,1,0,1,2
83509298,20/10/16,Quinta,19:30:00,RN,101,147,GOIANINHA,Outras,Atropelamento de pessoa,Com Vítimas Feridas,Plena noite,Crescente,Ceu Claro,Dupla,Reta,Urbano,2,0,1,0,1,0,1,1
83509550,21/10/16,Sexta,21:30:00,RN,304,"40,2",MOSSORO,Ingestão de álcool,Colisão lateral,Sem Vítimas,Plena noite,Crescente,Ceu Claro,Dupla,Reta,Urbano,2,0,0,0,2,0,0,2
83509616,18/10/16,Terça,22:29:00,RN,101,84,SAO GONCALO DO AMARANTE,Outras,Atropelamento de pessoa,Com Vítimas Feridas,Plena noite,Crescente,Ceu Claro,Dupla,Reta,Urbano,2,0,1,0,1,0,1,1
83509664,19/10/16,Quarta,00:15:00,RN,101,124,SAO JOSE DE MIPIBU,Outras,Colisão traseira,Com Vítimas Feridas,Plena noite,Crescente,Ceu Claro,Múltipla,Reta,Urbano,2,0,0,1,1,0,1,2
83509721,17/10/16,Segunda,19:10:00,RN,304,"79,7",MOSSORO,Ingestão de álcool,Colisão lateral,Com Vítimas Fatais,Pleno dia,Decrescente,Ceu Claro,Simples,Reta,Urbano,2,1,0,0,0,1,0,2
83509780,14/10/16,Sexta,14:30:00,RN,304,"300,1",MACAIBA,Falta de atenção,Colisão lateral,Com Vítimas Feridas,Pleno dia,Crescente,Ceu Claro,Dupla,Cruzamento,Rural,2,0,1,0,0,1,1,2
83509855,22/10/16,Sábado,21:45:00,RN,406,167,SAO GONCALO DO AMARANTE,Ingestão de álcool,Colisão lateral,Sem Vítimas,Plena noite,Decrescente,Ceu Claro,Dupla,Reta,Rural,2,0,0,0,2,0,0,2
83509894,22/10/16,Sábado,18:00:00,RN,405,"3,1",MOSSORO,Outras,Colisão Transversal,Com Vítimas Feridas,Anoitecer,Crescente,Ignorada,Simples,Reta,Urbano,2,0,0,2,0,0,2,2
83509996,19/10/16,Quarta,12:40:00,RN,101,98,NATAL,Falta de atenção,Colisão lateral,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Dupla,Reta,Urbano,2,0,1,0,1,0,1,2
83510004,16/10/16,Domingo,19:00:00,RN,101,"175,5",CANGUARETAMA,Defeito na via,Queda de motocicleta / bicicleta / veículo,Com Vítimas Feridas,Amanhecer,Crescente,Ceu Claro,Dupla,Reta,Rural,2,0,1,1,0,0,2,1
83510090,23/10/16,Domingo,17:30:00,RN,304,"43,1",MOSSORO,Outras,Colisão Transversal,Com Vítimas Feridas,Anoitecer,Crescente,Ceu Claro,Dupla,Cruzamento,Rural,2,0,0,1,1,0,1,2
83510127,19/10/16,Quarta,21:15:00,RN,110,6,AREIA BRANCA,Outras,Atropelamento de animal,Com Vítimas Feridas,Plena noite,Decrescente,Ceu Claro,Simples,Reta,Rural,3,0,2,1,0,0,3,2
83510232,12/10/16,Quarta,17:20:00,RN,304,46,MOSSORO,Falta de atenção,Colisão traseira,Com Vítimas Feridas,Anoitecer,Crescente,Ignorada,Dupla,Reta,Urbano,3,0,2,0,1,0,2,2
83510253,24/10/16,Segunda,10:30:00,RN,427,"99,6",CAICO,Falta de atenção,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Sol,Simples,Reta,Urbano,2,0,0,0,2,0,0,2
83510261,21/10/16,Sexta,01:00:00,RN,101,110,SAO JOSE DE MIPIBU,Dormindo,Saída de Pista,Ignorado,Plena noite,Crescente,Ceu Claro,Dupla,Reta,Rural,1,0,0,0,0,1,0,1
83510303,08/10/16,Sábado,08:05:00,RN,304,48,MOSSORO,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Crescente,Ceu Claro,Múltipla,Curva,Urbano,3,0,1,2,0,0,3,2
83510307,24/10/16,Segunda,09:11:00,RN,101,95,NATAL,Defeito mecânico em veículo,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Múltipla,Reta,Urbano,3,0,1,0,2,0,1,3
83510343,24/10/16,Segunda,08:45:00,RN,304,303,PARNAMIRIM,Falta de atenção,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Ceu Claro,Dupla,Cruzamento,Rural,2,0,1,0,1,0,1,2
83510376,24/10/16,Segunda,14:00:00,RN,101,"81,8",SAO GONCALO DO AMARANTE,Desobediência à sinalização,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Dupla,Reta,Urbano,2,0,0,1,0,1,1,2
83510392,24/10/16,Segunda,18:00:00,RN,427,"82,1",CAICO,Defeito na via,Saída de Pista,Com Vítimas Feridas,Anoitecer,Decrescente,Ceu Claro,Simples,Reta,Rural,1,0,0,1,0,0,1,1
